"LastName","FirstName","Gender","Country","Date","Competition","Round","Location","Apparatus","Rank","D_Score","E_Score","Penalty","Score","SecondDateStr","SecondDate","DaysUntil2024","FullName"
"Karimi","Milad","m","KAZ","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT",11,5.2,"9.366",0,14.566,"8 Oct 2023",2023-10-08,293,"Milad Karimi"
"Karimi","Milad","m","KAZ","9-12 Mar 2023","2023 Baku World Cup","final","Baku, Azerbaijan","FX",1,6.3,"7.9",0,14.2,"12 Mar 2023",2023-03-12,503,"Milad Karimi"
"Karimi","Milad","m","KAZ","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","FX",3,6.3,"7.933",0,14.233,"12 Mar 2023",2023-03-12,503,"Milad Karimi"
"Karimi","Milad","m","KAZ","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","HB",13,6.3,"7.1",0,13.4,"12 Mar 2023",2023-03-12,503,"Milad Karimi"
"Karimi","Milad","m","KAZ","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","PB",31,5.2,"6.566",0,11.766,"12 Mar 2023",2023-03-12,503,"Milad Karimi"
"Karimi","Milad","m","KAZ","27-30 Apr 2023","2023 Cairo World Cup","final","Cairo, Egypt","FX",6,6.1,"7.166",0,13.266,"30 Apr 2023",2023-04-30,454,"Milad Karimi"
"Karimi","Milad","m","KAZ","27-30 Apr 2023","2023 Cairo World Cup","qual","Cairo, Egypt","FX",2,5.9,"7.733",0,13.633,"30 Apr 2023",2023-04-30,454,"Milad Karimi"
"Karimi","Milad","m","KAZ","27-30 Apr 2023","2023 Cairo World Cup","qual","Cairo, Egypt","HB",31,5.1,"5.366",0,10.466,"30 Apr 2023",2023-04-30,454,"Milad Karimi"
"Karimi","Milad","m","KAZ","27-30 Apr 2023","2023 Cairo World Cup","qual","Cairo, Egypt","PB",9,5.9,"7.666",0,13.566,"30 Apr 2023",2023-04-30,454,"Milad Karimi"
"Karimi","Milad","m","KAZ","23-26 Feb 2023","2023 Cottbus World Cup","final","Cottbus, Germany","FX",7,6.2,"7.033",0.3,12.933,"26 Feb 2023",2023-02-26,517,"Milad Karimi"
"Karimi","Milad","m","KAZ","23-26 Feb 2023","2023 Cottbus World Cup","qual","Cottbus, Germany","FX",2,6.3,"8.3",0,14.6,"26 Feb 2023",2023-02-26,517,"Milad Karimi"
"Karimi","Milad","m","KAZ","23-26 Feb 2023","2023 Cottbus World Cup","qual","Cottbus, Germany","HB",13,5.9,"7.033",0,12.933,"26 Feb 2023",2023-02-26,517,"Milad Karimi"
"Karimi","Milad","m","KAZ","23-26 Feb 2023","2023 Cottbus World Cup","qual","Cottbus, Germany","PB",16,5.6,"7.566",0,13.166,"26 Feb 2023",2023-02-26,517,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-4 Mar 2023","2023 Doha World Cup","qual","Doha, Qatar","FX",14,6.3,"7.1",0.2,13.2,"4 Mar 2023",2023-03-04,511,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-4 Mar 2023","2023 Doha World Cup","final","Doha, Qatar","HB",6,5.7,"7.933",0,13.633,"4 Mar 2023",2023-03-04,511,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-4 Mar 2023","2023 Doha World Cup","qual","Doha, Qatar","HB",6,5.6,"8.133",0,13.733,"4 Mar 2023",2023-03-04,511,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-4 Mar 2023","2023 Doha World Cup","final","Doha, Qatar","PB",6,5.9,"8.6",0,14.5,"4 Mar 2023",2023-03-04,511,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-4 Mar 2023","2023 Doha World Cup","qual","Doha, Qatar","PB",5,5.9,"8.3",0,14.2,"4 Mar 2023",2023-03-04,511,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-5 Aug 2023","2023 FISU World University Games","final","Chengdu, China","FX",2,6.3,"8.1",0.1,14.3,"5 Aug 2023",2023-08-05,357,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","FX",3,6.3,"8.466",0.1,14.666,"5 Aug 2023",2023-08-05,357,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-5 Aug 2023","2023 FISU World University Games","AAfinal","Chengdu, China","FX",2,6.3,"8.166",0.1,14.366,"5 Aug 2023",2023-08-05,357,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-5 Aug 2023","2023 FISU World University Games","final","Chengdu, China","HB",1,6.3,"8.5",0,14.8,"5 Aug 2023",2023-08-05,357,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","HB",4,6.3,"8.5",0,14.8,"5 Aug 2023",2023-08-05,357,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-5 Aug 2023","2023 FISU World University Games","AAfinal","Chengdu, China","HB",3,5.8,"8.266",0,14.066,"5 Aug 2023",2023-08-05,357,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","PB",9,5.9,"8.366",0,14.266,"5 Aug 2023",2023-08-05,357,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-5 Aug 2023","2023 FISU World University Games","AAfinal","Chengdu, China","PB",5,5.9,"8.5",0,14.4,"5 Aug 2023",2023-08-05,357,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","PH",18,5.3,"7.933",0,13.233,"5 Aug 2023",2023-08-05,357,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-5 Aug 2023","2023 FISU World University Games","AAfinal","Chengdu, China","PH",9,5.3,"8.166",0,13.466,"5 Aug 2023",2023-08-05,357,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","SR",32,4.4,"8.733",0,13.133,"5 Aug 2023",2023-08-05,357,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-5 Aug 2023","2023 FISU World University Games","AAfinal","Chengdu, China","SR",11,4.4,"8.766",0,13.166,"5 Aug 2023",2023-08-05,357,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-5 Aug 2023","2023 FISU World University Games","AAfinal","Chengdu, China","VT",9,5.2,"9.066",0.1,14.166,"5 Aug 2023",2023-08-05,357,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-5 Aug 2023","2023 FISU World University Games","final","Chengdu, China","VT",3,5.6,"8.733",0.1,14.233,"5 Aug 2023",2023-08-05,357,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","VT",15,5.2,"9.133",0.1,14.233,"5 Aug 2023",2023-08-05,357,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","VT",8,5.2,"9.133",0.1,14.233,"5 Aug 2023",2023-08-05,357,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-5 Aug 2023","2023 FISU World University Games","final","Chengdu, China","VT",3,5.2,"9.3",0,14.5,"5 Aug 2023",2023-08-05,357,"Milad Karimi"
"Karimi","Milad","m","KAZ","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","VT",8,5.2,"8.333",0,13.533,"5 Aug 2023",2023-08-05,357,"Milad Karimi"
"Kaya","Kazuma","m","JPN","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","FX",26,5.7,"8.4",0,14.1,"8 Oct 2023",2023-10-08,293,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","HB",7,5.9,"8.266",0,14.166,"8 Oct 2023",2023-10-08,293,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","HB",NA,5.8,"8.2",0,14,"8 Oct 2023",2023-10-08,293,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","final","Antwerp, Belgium","PB",4,6.3,"8.433",0,14.733,"8 Oct 2023",2023-10-08,293,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","PB",8,6.3,"8.5",0,14.8,"8 Oct 2023",2023-10-08,293,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","PB",NA,6.3,"8.433",0,14.733,"8 Oct 2023",2023-10-08,293,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","PH",17,6.3,"7.766",0,14.066,"8 Oct 2023",2023-10-08,293,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","PH",NA,6.3,"7.9",0,14.2,"8 Oct 2023",2023-10-08,293,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","SR",10,5.8,"8.4",0,14.2,"8 Oct 2023",2023-10-08,293,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","SR",NA,5.8,"8.233",0,14.033,"8 Oct 2023",2023-10-08,293,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","VT",NA,5.6,"9.033",0,14.633,"8 Oct 2023",2023-10-08,293,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT",45,5.6,"8.766",0.1,14.266,"8 Oct 2023",2023-10-08,293,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","23-26 Feb 2023","2023 Cottbus World Cup","final","Cottbus, Germany","FX",2,5.7,"8.166",0,13.866,"26 Feb 2023",2023-02-26,517,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","23-26 Feb 2023","2023 Cottbus World Cup","qual","Cottbus, Germany","FX",5,5.7,"8.266",0,13.966,"26 Feb 2023",2023-02-26,517,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","23-26 Feb 2023","2023 Cottbus World Cup","final","Cottbus, Germany","HB",3,5.9,"8.2",0,14.1,"26 Feb 2023",2023-02-26,517,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","23-26 Feb 2023","2023 Cottbus World Cup","qual","Cottbus, Germany","HB",2,5.9,"8.266",0,14.166,"26 Feb 2023",2023-02-26,517,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","23-26 Feb 2023","2023 Cottbus World Cup","final","Cottbus, Germany","PB",4,6.3,"8.4",0,14.7,"26 Feb 2023",2023-02-26,517,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","23-26 Feb 2023","2023 Cottbus World Cup","qual","Cottbus, Germany","PB",4,6.3,"8.366",0,14.666,"26 Feb 2023",2023-02-26,517,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","23-26 Feb 2023","2023 Cottbus World Cup","final","Cottbus, Germany","PH",6,6.4,"8.066",0,14.466,"26 Feb 2023",2023-02-26,517,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","23-26 Feb 2023","2023 Cottbus World Cup","qual","Cottbus, Germany","PH",8,6.3,"8.3",0,14.6,"26 Feb 2023",2023-02-26,517,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","1-5 Aug 2023","2023 FISU World University Games","final","Chengdu, China","FX",1,5.7,"8.633",0,14.333,"5 Aug 2023",2023-08-05,357,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","FX",9,5.7,"8.3",0.1,13.9,"5 Aug 2023",2023-08-05,357,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","1-5 Aug 2023","2023 FISU World University Games","AAfinal","Chengdu, China","FX",16,5.7,"7.2",0,12.9,"5 Aug 2023",2023-08-05,357,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","HB",8,5.9,"8.133",0,14.033,"5 Aug 2023",2023-08-05,357,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","1-5 Aug 2023","2023 FISU World University Games","AAfinal","Chengdu, China","HB",4,5.9,"8.1",0,14,"5 Aug 2023",2023-08-05,357,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","1-5 Aug 2023","2023 FISU World University Games","final","Chengdu, China","PB",3,6.3,"8.533",0,14.833,"5 Aug 2023",2023-08-05,357,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","PB",7,6.3,"8.066",0,14.366,"5 Aug 2023",2023-08-05,357,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","1-5 Aug 2023","2023 FISU World University Games","AAfinal","Chengdu, China","PB",2,6.3,"8.4",0,14.7,"5 Aug 2023",2023-08-05,357,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","1-5 Aug 2023","2023 FISU World University Games","final","Chengdu, China","PH",4,6.5,"8.133",0,14.633,"5 Aug 2023",2023-08-05,357,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","PH",5,6.2,"8.133",0,14.333,"5 Aug 2023",2023-08-05,357,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","1-5 Aug 2023","2023 FISU World University Games","AAfinal","Chengdu, China","PH",3,6.2,"8.066",0,14.266,"5 Aug 2023",2023-08-05,357,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","SR",13,5.8,"8.333",0,14.133,"5 Aug 2023",2023-08-05,357,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","1-5 Aug 2023","2023 FISU World University Games","AAfinal","Chengdu, China","SR",3,5.8,"8.066",0,13.866,"5 Aug 2023",2023-08-05,357,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","1-5 Aug 2023","2023 FISU World University Games","AAfinal","Chengdu, China","VT",5,5.6,"8.766",0,14.366,"5 Aug 2023",2023-08-05,357,"Kazuma Kaya"
"Kaya","Kazuma","m","JPN","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","VT",17,5.6,"8.633",0,14.233,"5 Aug 2023",2023-08-05,357,"Kazuma Kaya"
"Kinsella","Alice","w","GBR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","BB",6,5.8,"7.4",0.1,13.1,"6 Nov 2022",2022-11-06,629,"Alice Kinsella"
"Kinsella","Alice","w","GBR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",12,5.8,"7.366",0.1,13.066,"6 Nov 2022",2022-11-06,629,"Alice Kinsella"
"Kinsella","Alice","w","GBR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","BB",NA,5.7,"6.866",0.3,12.266,"6 Nov 2022",2022-11-06,629,"Alice Kinsella"
"Kinsella","Alice","w","GBR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","FX",9,5.6,"8.033",0,13.633,"6 Nov 2022",2022-11-06,629,"Alice Kinsella"
"Kinsella","Alice","w","GBR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",73,5.4,"7.2",0.3,12.3,"6 Nov 2022",2022-11-06,629,"Alice Kinsella"
"Kinsella","Alice","w","GBR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","FX",NA,5.3,"7.833",0,13.133,"6 Nov 2022",2022-11-06,629,"Alice Kinsella"
"Kinsella","Alice","w","GBR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","UB",2,6,"8.166",0,14.166,"6 Nov 2022",2022-11-06,629,"Alice Kinsella"
"Kinsella","Alice","w","GBR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",15,6,"8.166",0,14.166,"6 Nov 2022",2022-11-06,629,"Alice Kinsella"
"Kinsella","Alice","w","GBR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","UB",NA,6,"8.1",0,14.1,"6 Nov 2022",2022-11-06,629,"Alice Kinsella"
"Kinsella","Alice","w","GBR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","VT",6,5,"9.166",0,14.166,"6 Nov 2022",2022-11-06,629,"Alice Kinsella"
"Kinsella","Alice","w","GBR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","VT",NA,5,"9.133",0,14.133,"6 Nov 2022",2022-11-06,629,"Alice Kinsella"
"Kinsella","Alice","w","GBR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",9,5,"9.266",0,14.266,"6 Nov 2022",2022-11-06,629,"Alice Kinsella"
"Kinsella","Alice","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","BB",14,5.6,"6.05",0,11.65,"27 Mar 2022",2022-03-27,853,"Alice Kinsella"
"Kinsella","Alice","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","final","Liverpool, England","FX",4,5.2,"8",0,13.2,"27 Mar 2022",2022-03-27,853,"Alice Kinsella"
"Kinsella","Alice","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","FX",3,5.3,"7.75",0,13.05,"27 Mar 2022",2022-03-27,853,"Alice Kinsella"
"Kinsella","Alice","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","final","Liverpool, England","UB",1,5.3,"8.25",0,13.55,"27 Mar 2022",2022-03-27,853,"Alice Kinsella"
"Kinsella","Alice","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","UB",6,5.3,"7.9",0,13.2,"27 Mar 2022",2022-03-27,853,"Alice Kinsella"
"Kinsella","Alice","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","VT",4,5,"8.65",0.3,13.35,"27 Mar 2022",2022-03-27,853,"Alice Kinsella"
"Kinsella","Alice","w","GBR","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","BB",10,5.6,"7.433",0,13.033,"14 Aug 2022",2022-08-14,713,"Alice Kinsella"
"Kinsella","Alice","w","GBR","11-14 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","BB",3,5.6,"8.133",0,13.733,"14 Aug 2022",2022-08-14,713,"Alice Kinsella"
"Kinsella","Alice","w","GBR","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","FX",7,5.5,"8.033",0,13.533,"14 Aug 2022",2022-08-14,713,"Alice Kinsella"
"Kinsella","Alice","w","GBR","11-14 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","FX",3,5.5,"7.966",0.1,13.366,"14 Aug 2022",2022-08-14,713,"Alice Kinsella"
"Kinsella","Alice","w","GBR","11-14 Aug 2022","2022 Senior European Championships","final","Munich, Germany","UB",8,5.4,"6.266",0,11.666,"14 Aug 2022",2022-08-14,713,"Alice Kinsella"
"Kinsella","Alice","w","GBR","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","UB",6,5.8,"8.166",0,13.966,"14 Aug 2022",2022-08-14,713,"Alice Kinsella"
"Kinsella","Alice","w","GBR","11-14 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","UB",6,5.8,"8.2",0,14,"14 Aug 2022",2022-08-14,713,"Alice Kinsella"
"Kinsella","Alice","w","GBR","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","VT",12,5,"8.6",0,13.6,"14 Aug 2022",2022-08-14,713,"Alice Kinsella"
"Kinsella","Alice","w","GBR","11-14 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","VT",13,5,"8.466",0,13.466,"14 Aug 2022",2022-08-14,713,"Alice Kinsella"
"Kinsella","Alice","w","GBR","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","BB",12,5.7,"7.733",0,13.433,"8 Oct 2023",2023-10-08,293,"Alice Kinsella"
"Kinsella","Alice","w","GBR","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","BB",72,5.5,"6.633",0,12.133,"8 Oct 2023",2023-10-08,293,"Alice Kinsella"
"Kinsella","Alice","w","GBR","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","FX",8,5.5,"7.733",0,13.233,"8 Oct 2023",2023-10-08,293,"Alice Kinsella"
"Kinsella","Alice","w","GBR","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","final","Antwerp, Belgium","FX",8,4.9,"7.766",0,12.666,"8 Oct 2023",2023-10-08,293,"Alice Kinsella"
"Kinsella","Alice","w","GBR","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","FX",9,5.6,"8.033",0,13.633,"8 Oct 2023",2023-10-08,293,"Alice Kinsella"
"Kinsella","Alice","w","GBR","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","FX",NA,5.6,"8.033",0,13.633,"8 Oct 2023",2023-10-08,293,"Alice Kinsella"
"Kinsella","Alice","w","GBR","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","UB",10,5.8,"7.8",0,13.6,"8 Oct 2023",2023-10-08,293,"Alice Kinsella"
"Kinsella","Alice","w","GBR","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","UB",24,5.8,"7.733",0,13.533,"8 Oct 2023",2023-10-08,293,"Alice Kinsella"
"Kinsella","Alice","w","GBR","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","UB",NA,5.8,"7.733",0,13.533,"8 Oct 2023",2023-10-08,293,"Alice Kinsella"
"Kinsella","Alice","w","GBR","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","VT",13,5,"8.766",0,13.766,"8 Oct 2023",2023-10-08,293,"Alice Kinsella"
"Kinsella","Alice","w","GBR","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT",14,5,"9",0,14,"8 Oct 2023",2023-10-08,293,"Alice Kinsella"
"Kinsella","Alice","w","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","final","Liverpool, England","BB",3,5.4,"7.8",0.1,13.1,"26 Mar 2023",2023-03-26,489,"Alice Kinsella"
"Kinsella","Alice","w","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England","BB",1,5.9,"8.2",0,14.1,"26 Mar 2023",2023-03-26,489,"Alice Kinsella"
"Kinsella","Alice","w","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","final","Liverpool, England","FX",1,5.5,"8.4",0,13.9,"26 Mar 2023",2023-03-26,489,"Alice Kinsella"
"Kinsella","Alice","w","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England","FX",1,5.5,"8.2",0,13.7,"26 Mar 2023",2023-03-26,489,"Alice Kinsella"
"Kinsella","Alice","w","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","final","Liverpool, England","UB",3,6,"8.25",0,14.25,"26 Mar 2023",2023-03-26,489,"Alice Kinsella"
"Kinsella","Alice","w","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England","UB",3,6,"7.7",0,13.7,"26 Mar 2023",2023-03-26,489,"Alice Kinsella"
"Kinsella","Alice","w","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England","VT",17,5,"8.8",0,13.8,"26 Mar 2023",2023-03-26,489,"Alice Kinsella"
"Kinsella","Alice","w","GBR","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","BB",12,5.6,"7.166",0,12.766,"16 Apr 2023",2023-04-16,468,"Alice Kinsella"
"Kinsella","Alice","w","GBR","11-16 Apr 2023","2023 Senior European Championships","final","Antalya, Turkey","FX",2,5.6,"8.066",0,13.666,"16 Apr 2023",2023-04-16,468,"Alice Kinsella"
"Kinsella","Alice","w","GBR","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","FX",4,5.5,"7.966",0,13.466,"16 Apr 2023",2023-04-16,468,"Alice Kinsella"
"Kinsella","Alice","w","GBR","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","UB",45,5.8,"6.666",0,12.466,"16 Apr 2023",2023-04-16,468,"Alice Kinsella"
"Kinsella","Alice","w","GBR","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","VT",9,5,"8.833",0,13.833,"16 Apr 2023",2023-04-16,468,"Alice Kinsella"
"Kinsella","Alice","w","GBR","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","BB",13,4.7,"6.4",0.1,11,"2 Aug 2022",2022-08-02,725,"Alice Kinsella"
"Kinsella","Alice","w","GBR","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","final","Birmingham, England","BB",4,5.8,"7.133",0,12.933,"2 Aug 2022",2022-08-02,725,"Alice Kinsella"
"Kinsella","Alice","w","GBR","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","BB",2,5.6,"7.85",0,13.45,"2 Aug 2022",2022-08-02,725,"Alice Kinsella"
"Kinsella","Alice","w","GBR","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","FX",9,5.1,"6.95",0,12.05,"2 Aug 2022",2022-08-02,725,"Alice Kinsella"
"Kinsella","Alice","w","GBR","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","final","Birmingham, England","FX",1,5.6,"7.766",0,13.366,"2 Aug 2022",2022-08-02,725,"Alice Kinsella"
"Kinsella","Alice","w","GBR","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","FX",1,5.6,"7.85",0,13.45,"2 Aug 2022",2022-08-02,725,"Alice Kinsella"
