"","LastName","FirstName","Gender","Country","Date","Competition","Round","Location","Apparatus","Rank","D_Score","E_Score","Penalty","Score","SecondDateStr","SecondDate","DaysUntil2024"
"1471","BALAZS","Krisztian","m","HUN","2-5 Mar 2022","2022 Doha World Cup","qual","Doha, Qatar","PH",24,5.1,6.933,0,12.033,"5 Mar 2022",2022-03-05,667
"1472","BALAZS","Krisztian","m","HUN","16-19 June 2022","2022 Koper World Challenge Cup","qual","Koper, Slovenia","FX",10,5,8.25,0.1,13.15,"19 June 2022",2022-06-19,561
"1473","BALAZS","Krisztian","m","HUN","16-19 June 2022","2022 Koper World Challenge Cup","qual","Koper, Slovenia","HB",3,5.3,8.35,0,13.65,"19 June 2022",2022-06-19,561
"1474","BALAZS","Krisztian","m","HUN","16-19 June 2022","2022 Koper World Challenge Cup","final","Koper, Slovenia","HB",7,5.3,7.55,0,12.85,"19 June 2022",2022-06-19,561
"1475","BALAZS","Krisztian","m","HUN","16-19 June 2022","2022 Koper World Challenge Cup","final","Koper, Slovenia","PB",3,5.9,8.2,0,14.1,"19 June 2022",2022-06-19,561
"1476","BALAZS","Krisztian","m","HUN","16-19 June 2022","2022 Koper World Challenge Cup","qual","Koper, Slovenia","PB",5,5.6,8.3,0,13.9,"19 June 2022",2022-06-19,561
"1477","BALAZS","Krisztian","m","HUN","9-12 June 2022","2022 Osijek World Challenge Cup","qual","Osijek, Croatia","HB",9,5.3,8.25,0,13.55,"12 June 2022",2022-06-12,568
"1478","BALAZS","Krisztian","m","HUN","9-12 June 2022","2022 Osijek World Challenge Cup","qual","Osijek, Croatia","PB",12,5.6,8.15,0,13.75,"12 June 2022",2022-06-12,568
"1479","BALAZS","Krisztian","m","HUN","9-12 June 2022","2022 Osijek World Challenge Cup","qual","Osijek, Croatia","PH",24,4.7,6.6,0,11.3,"12 June 2022",2022-06-12,568
"1480","BALAZS","Krisztian","m","HUN","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","FX",62,5.4,7.666,0.1,12.966,"21 Aug 2022",2022-08-21,498
"1481","BALAZS","Krisztian","m","HUN","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","HB",14,5.6,8.133,0,13.733,"21 Aug 2022",2022-08-21,498
"1482","BALAZS","Krisztian","m","HUN","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","HB",5,5.6,8.266,0,13.866,"21 Aug 2022",2022-08-21,498
"1483","BALAZS","Krisztian","m","HUN","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","PB",26,5.8,8.166,0,13.966,"21 Aug 2022",2022-08-21,498
"1484","BALAZS","Krisztian","m","HUN","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","PB",16,6.1,7.733,0,13.833,"21 Aug 2022",2022-08-21,498
"1485","BALAZS","Krisztian","m","HUN","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","PH",52,4.9,7.933,0,12.833,"21 Aug 2022",2022-08-21,498
"1486","BALAZS","Krisztian","m","HUN","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","PH",19,4.9,8.2,0,13.1,"21 Aug 2022",2022-08-21,498
"1487","BALAZS","Krisztian","m","HUN","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","SR",57,4.4,8.6,0,13,"21 Aug 2022",2022-08-21,498
"1488","BALAZS","Krisztian","m","HUN","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","VT",63,4.8,9.066,0.1,13.766,"21 Aug 2022",2022-08-21,498
"1489","BALAZS","Krisztian","m","HUN","30 Sept 2022 - 2 Oct 2022","2022 Szombathely World Challenge Cup","qual","Szombathely, Hungary","HB",4,5.3,8.35,0,13.65,"2 Oct 2022",2022-10-02,456
"1490","BALAZS","Krisztian","m","HUN","30 Sept 2022 - 2 Oct 2022","2022 Szombathely World Challenge Cup","final","Szombathely, Hungary","HB",2,5.6,8.533,0,14.133,"2 Oct 2022",2022-10-02,456
"1491","BALAZS","Krisztian","m","HUN","30 Sept 2022 - 2 Oct 2022","2022 Szombathely World Challenge Cup","final","Szombathely, Hungary","PB",7,5.8,7.5,0,13.3,"2 Oct 2022",2022-10-02,456
"1492","BALAZS","Krisztian","m","HUN","30 Sept 2022 - 2 Oct 2022","2022 Szombathely World Challenge Cup","qual","Szombathely, Hungary","PB",5,5.4,8.55,0,13.95,"2 Oct 2022",2022-10-02,456
"1493","BALAZS","Krisztian","m","HUN","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","FX",99,5.1,8.066,0.2,12.966,"8 Oct 2023",2023-10-08,85
"1494","BALAZS","Krisztian","m","HUN","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","HB",93,5.8,6.733,0,12.533,"8 Oct 2023",2023-10-08,85
"1495","BALAZS","Krisztian","m","HUN","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","PB",58,5.7,8.133,0,13.833,"8 Oct 2023",2023-10-08,85
"1496","BALAZS","Krisztian","m","HUN","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","PH",95,4.9,7.333,0,12.233,"8 Oct 2023",2023-10-08,85
"1497","BALAZS","Krisztian","m","HUN","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","SR",126,3.8,8.1,0,11.9,"8 Oct 2023",2023-10-08,85
"1498","BALAZS","Krisztian","m","HUN","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT",107,4.4,9.166,0,13.566,"8 Oct 2023",2023-10-08,85
"1499","BALAZS","Krisztian","m","HUN","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","FX",89,5.2,7.466,0.1,12.566,"16 Apr 2023",2023-04-16,260
"1500","BALAZS","Krisztian","m","HUN","11-16 Apr 2023","2023 Senior European Championships","final","Antalya, Turkey","HB",8,5.1,7.4,0,12.5,"16 Apr 2023",2023-04-16,260
"1501","BALAZS","Krisztian","m","HUN","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","HB",4,5.5,8.366,0,13.866,"16 Apr 2023",2023-04-16,260
"1502","BALAZS","Krisztian","m","HUN","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","PB",53,5.9,7.3,0,13.2,"16 Apr 2023",2023-04-16,260
"1503","BALAZS","Krisztian","m","HUN","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","PH",62,4.9,7.733,0,12.633,"16 Apr 2023",2023-04-16,260
"1504","BALAZS","Krisztian","m","HUN","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","SR",48,4.6,8.6,0,13.2,"16 Apr 2023",2023-04-16,260
"1505","BALAZS","Krisztian","m","HUN","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","VT",109,4.4,8.733,0.1,13.033,"16 Apr 2023",2023-04-16,260
"1506","BALCOVA","Adela","w","SVK","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","UB",76,3.5,7.6,0,11.1,"14 Aug 2022",2022-08-14,505
"1507","BALCOVA","Adela","w","SVK","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","BB",76,4.3,6.133,0,10.433,"16 Apr 2023",2023-04-16,260
"1508","BALCOVA","Adela","w","SVK","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","FX",106,4.4,6.266,0,10.666,"16 Apr 2023",2023-04-16,260
"1509","BALCOVA","Adela","w","SVK","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","UB",98,3.5,6.733,0,10.233,"16 Apr 2023",2023-04-16,260
"1510","BALCOVA","Adela","w","SVK","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","VT",97,3.4,8.6,0,12,"16 Apr 2023",2023-04-16,260
"1511","BALZSAY","Hanna","w","HUN","8-11 Jun 2023","2023 Osijek World Challenge Cup","qual","Osijek, Croatia.","FX",11,4.2,7.933,0,12.133,"11 Jun 2023",2023-06-11,204
"1512","BAOBENMAD","Suphacheep","m","THA","10-18 June 2023","2023 10th Senior Artistic Gymnastics Asian Championships","qual","Singapore","FX",49,4.9,6.4,0,11.3,"18 June 2023",2023-06-18,197
"1513","BAOBENMAD","Suphacheep","m","THA","10-18 June 2023","2023 10th Senior Artistic Gymnastics Asian Championships","qual","Singapore","HB",52,4.4,6.566,0,10.966,"18 June 2023",2023-06-18,197
"1514","BAOBENMAD","Suphacheep","m","THA","10-18 June 2023","2023 10th Senior Artistic Gymnastics Asian Championships","qual","Singapore","PB",48,4.8,6.666,0,11.466,"18 June 2023",2023-06-18,197
"1515","BAOBENMAD","Suphacheep","m","THA","10-18 June 2023","2023 10th Senior Artistic Gymnastics Asian Championships","qual","Singapore","PH",45,4,7.4,0,11.4,"18 June 2023",2023-06-18,197
"1516","BAOBENMAD","Suphacheep","m","THA","10-18 June 2023","2023 10th Senior Artistic Gymnastics Asian Championships","qual","Singapore","SR",47,4.4,7.033,0,11.433,"18 June 2023",2023-06-18,197
"1517","BAPTISTE","Raekwon","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","FX",33,5.1,5,0.3,9.8,"27 Mar 2022",2022-03-27,645
"1518","BAPTISTE","Raekwon","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","HB",16,4.2,8.15,0,12.35,"27 Mar 2022",2022-03-27,645
"1519","BAPTISTE","Raekwon","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","PB",12,5,8.05,0,13.05,"27 Mar 2022",2022-03-27,645
"1520","BAPTISTE","Raekwon","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","final","Liverpool, England","PH",5,4.6,7.533,0,12.133,"27 Mar 2022",2022-03-27,645
"1521","BAPTISTE","Raekwon","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","PH",6,4.7,7.95,0,12.65,"27 Mar 2022",2022-03-27,645
"1522","BAPTISTE","Raekwon","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","final","Liverpool, England","SR",6,4.9,8.166,0,13.066,"27 Mar 2022",2022-03-27,645
"1523","BAPTISTE","Raekwon","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","SR",7,4.9,8.3,0,13.2,"27 Mar 2022",2022-03-27,645
"1524","BAPTISTE","Raekwon","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","final","Liverpool, England","VT",6,5.2,9.133,0.1,14.233,"27 Mar 2022",2022-03-27,645
"1525","BAPTISTE","Raekwon","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","VT",4,5.2,9.3,0,14.5,"27 Mar 2022",2022-03-27,645
"1526","BAPTISTE","Raekwon","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","final","Liverpool, England","VT",6,5.2,7.866,0,13.066,"27 Mar 2022",2022-03-27,645
"1527","BAPTISTE","Raekwon","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","VT",4,4.8,8.6,0.1,13.3,"27 Mar 2022",2022-03-27,645
"1528","BAPTISTE","Raekwon","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England","FX",18,5.4,7.1,0,12.5,"26 Mar 2023",2023-03-26,281
"1529","BAPTISTE","Raekwon","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England","HB",20,4,8,0,12,"26 Mar 2023",2023-03-26,281
"1530","BAPTISTE","Raekwon","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England","PB",13,4.6,8.3,0,12.9,"26 Mar 2023",2023-03-26,281
"1531","BAPTISTE","Raekwon","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","final","Liverpool, England","PH",4,5,7.6,0,12.6,"26 Mar 2023",2023-03-26,281
"1532","BAPTISTE","Raekwon","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England","PH",6,5,8.1,0,13.1,"26 Mar 2023",2023-03-26,281
"1533","BAPTISTE","Raekwon","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England","SR",11,4.8,8.25,0,13.05,"26 Mar 2023",2023-03-26,281
"1534","BAPTISTE","Raekwon","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England","VT",18,5.2,8.9,0.1,14,"26 Mar 2023",2023-03-26,281
"1535","BARBER","Emil","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","final","Liverpool, England","FX",5,5.4,8.266,0,13.666,"27 Mar 2022",2022-03-27,645
"1536","BARBER","Emil","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","FX",2,5.4,8.55,0,13.95,"27 Mar 2022",2022-03-27,645
"1537","BARBER","Emil","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","HB",15,3.9,8.45,0,12.35,"27 Mar 2022",2022-03-27,645
"1538","BARBER","Emil","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","PB",14,4.2,8.7,0,12.9,"27 Mar 2022",2022-03-27,645
"1539","BARBER","Emil","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","PH",16,4.8,6.3,0,11.1,"27 Mar 2022",2022-03-27,645
"1540","BARBER","Emil","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","VT",25,5.6,7.9,0.3,13.2,"27 Mar 2022",2022-03-27,645
"1541","BARBER","Emil","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","VT",25,5.2,9.1,0,14.3,"27 Mar 2022",2022-03-27,645
"1542","BARBER","Emil","m","WAL","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","final","Birmingham, England","FX",4,5.7,8.1,0,13.8,"2 Aug 2022",2022-08-02,517
"1543","BARBER","Emil","m","WAL","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","FX",4,5.7,7.95,0,13.65,"2 Aug 2022",2022-08-02,517
"1544","BARBER","Emil","m","WAL","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","final","Birmingham, England","VT",8,5.2,7.966,0,13.166,"2 Aug 2022",2022-08-02,517
"1545","BARBER","Emil","m","WAL","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","VT",5,5.2,9,0,14.2,"2 Aug 2022",2022-08-02,517
"1546","BARBOSA","Gabriel","m","BRA","26-29 Mar 2022","2022 Varna World Challenge Cup","qual","Varna, Bulgaria","FX",24,5.2,6.65,0,11.85,"29 Mar 2022",2022-03-29,643
"1547","BARBOSA","Gabriel","m","BRA","26-29 Mar 2022","2022 Varna World Challenge Cup","qual","Varna, Bulgaria","PH",21,5.5,6.05,0,11.55,"29 Mar 2022",2022-03-29,643
"1548","BARBOSA","Gabriel","m","BRA","26-29 Mar 2022","2022 Varna World Challenge Cup","qual","Varna, Bulgaria","SR",17,5.5,7.65,0,13.15,"29 Mar 2022",2022-03-29,643
"1549","BARBOSA","Gabriel","m","BRA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","PB",39,5.2,7.8,0,13,"19 Mar 2023",2023-03-19,288
"1550","BARBOSA","Gabriel","m","BRA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","final","Stuttgart, Germany","PH",6,5.5,7.033,0,12.533,"19 Mar 2023",2023-03-19,288
"1551","BARBOSA","Gabriel","m","BRA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","PH",9,5.2,8.3,0,13.5,"19 Mar 2023",2023-03-19,288
"1552","BARBOSA","Gabriel","m","BRA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","SR",33,5,8.1,0,13.1,"19 Mar 2023",2023-03-19,288
"1553","BARBOSA","Gabriela","w","BRA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","FX",34,4.3,7.1,0,11.4,"19 Mar 2023",2023-03-19,288
"1554","BARBOSA","Gabriela","w","BRA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","UB",25,4.8,7.45,0,12.25,"19 Mar 2023",2023-03-19,288
"1555","BARBOSA","Gabriela","w","BRA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","VT",31,4.2,8.45,0,12.65,"19 Mar 2023",2023-03-19,288
"1556","BARBOSA","Jade","w","BRA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","BB",55,5.1,7.3,0,12.4,"8 Oct 2023",2023-10-08,85
"1557","BARBOSA","Jade","w","BRA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","FX",37,5.6,7.533,0.3,12.833,"8 Oct 2023",2023-10-08,85
"1558","BARBOSA","Jade","w","BRA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","UB",53,5.4,7.366,0,12.766,"8 Oct 2023",2023-10-08,85
"1559","BARBOSA","Jade","w","BRA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","VT",NA,5,8.933,0,13.933,"8 Oct 2023",2023-10-08,85
"1560","BARBOSA","Jade","w","BRA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT",21,5,8.833,0,13.833,"8 Oct 2023",2023-10-08,85
"1561","BARBOSA","Jade","w","BRA","8-11 Jun 2023","2023 Osijek World Challenge Cup","qual","Osijek, Croatia.","UB",18,5.1,6.066,0,11.166,"11 Jun 2023",2023-06-11,204
"1562","BARBOSU","Ana","w","ROU","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","BB",10,5.6,7.133,0,12.733,"6 Nov 2022",2022-11-06,421
"1563","BARBOSU","Ana","w","ROU","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",34,5.7,6.8,0,12.5,"6 Nov 2022",2022-11-06,421
"1564","BARBOSU","Ana","w","ROU","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","FX",22,5.2,6.733,0,11.933,"6 Nov 2022",2022-11-06,421
"1565","BARBOSU","Ana","w","ROU","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",19,5.6,7.7,0,13.3,"6 Nov 2022",2022-11-06,421
"1566","BARBOSU","Ana","w","ROU","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","UB",21,5.9,6.866,0,12.766,"6 Nov 2022",2022-11-06,421
"1567","BARBOSU","Ana","w","ROU","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",27,5.9,7.533,0,13.433,"6 Nov 2022",2022-11-06,421
"1568","BARBOSU","Ana","w","ROU","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","VT",19,4.2,8.9,0,13.1,"6 Nov 2022",2022-11-06,421
"1569","BARBOSU","Ana","w","ROU","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",57,4.2,8.8,0,13,"6 Nov 2022",2022-11-06,421
"1570","BARBOSU","Ana","w","ROU","7-9 Oct 2022","2022 Mersin World Challenge Cup","final","Mersin, Turkey","BB",1,5.9,8.05,0,13.95,"9 Oct 2022",2022-10-09,449
"1571","BARBOSU","Ana","w","ROU","7-9 Oct 2022","2022 Mersin World Challenge Cup","qual","Mersin, Turkey","BB",1,5.9,8,0,13.9,"9 Oct 2022",2022-10-09,449
"1572","BARBOSU","Ana","w","ROU","7-9 Oct 2022","2022 Mersin World Challenge Cup","qual","Mersin, Turkey","FX",1,5.3,8,0,13.3,"9 Oct 2022",2022-10-09,449
"1573","BARBOSU","Ana","w","ROU","7-9 Oct 2022","2022 Mersin World Challenge Cup","final","Mersin, Turkey","FX",1,5.3,7.9,0.3,12.9,"9 Oct 2022",2022-10-09,449
"1574","BARBOSU","Ana","w","ROU","7-9 Oct 2022","2022 Mersin World Challenge Cup","qual","Mersin, Turkey","UB",1,5.9,7.7,0,13.6,"9 Oct 2022",2022-10-09,449
"1575","BARBOSU","Ana","w","ROU","7-9 Oct 2022","2022 Mersin World Challenge Cup","final","Mersin, Turkey","UB",1,5.9,7.7,0,13.6,"9 Oct 2022",2022-10-09,449
"1576","BARBOSU","Ana","w","ROU","9-12 June 2022","2022 Osijek World Challenge Cup","final","Osijek, Croatia","BB",3,5.6,6.833,0,12.433,"12 June 2022",2022-06-12,568
"1577","BARBOSU","Ana","w","ROU","9-12 June 2022","2022 Osijek World Challenge Cup","qual","Osijek, Croatia","BB",2,5.6,7.333,0,12.933,"12 June 2022",2022-06-12,568
"1578","BARBOSU","Ana","w","ROU","9-12 June 2022","2022 Osijek World Challenge Cup","final","Osijek, Croatia","FX",1,5.4,7.933,0,13.333,"12 June 2022",2022-06-12,568
"1579","BARBOSU","Ana","w","ROU","9-12 June 2022","2022 Osijek World Challenge Cup","qual","Osijek, Croatia","FX",1,5.4,7.966,0,13.366,"12 June 2022",2022-06-12,568
"1580","BARBOSU","Ana","w","ROU","9-12 June 2022","2022 Osijek World Challenge Cup","qual","Osijek, Croatia","UB",21,4.9,5.3,0,10.2,"12 June 2022",2022-06-12,568
"1581","BARBOSU","Ana","w","ROU","9-12 June 2022","2022 Osijek World Challenge Cup","qual","Osijek, Croatia","VT",13,4.4,8.4,0.1,12.7,"12 June 2022",2022-06-12,568
"1582","BARBOSU","Ana","w","ROU","9-12 June 2022","2022 Osijek World Challenge Cup","qual","Osijek, Croatia","VT",13,4,8.466,0.1,12.366,"12 June 2022",2022-06-12,568
"1583","BARBOSU","Ana","w","ROU","11-14 Aug 2022","2022 Senior European Championships","final","Munich, Germany","BB",8,5.3,6.566,0.3,11.566,"14 Aug 2022",2022-08-14,505
"1584","BARBOSU","Ana","w","ROU","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","BB",1,5.6,7.933,0,13.533,"14 Aug 2022",2022-08-14,505
"1585","BARBOSU","Ana","w","ROU","11-14 Aug 2022","2022 Senior European Championships","final","Munich, Germany","FX",4,5.6,8.033,0,13.633,"14 Aug 2022",2022-08-14,505
"1586","BARBOSU","Ana","w","ROU","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","FX",10,5.4,7.866,0,13.266,"14 Aug 2022",2022-08-14,505
"1587","BARBOSU","Ana","w","ROU","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","UB",12,5.9,7.6,0,13.5,"14 Aug 2022",2022-08-14,505
"1588","BARBOSU","Ana","w","ROU","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","VT",50,4.2,8.633,0.1,12.733,"14 Aug 2022",2022-08-14,505
"1589","BARBOSU","Ana","w","ROU","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","BB",9,5.8,7.733,0,13.533,"8 Oct 2023",2023-10-08,85
"1590","BARBOSU","Ana","w","ROU","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","BB",33,5.6,7.266,0,12.866,"8 Oct 2023",2023-10-08,85
"1591","BARBOSU","Ana","w","ROU","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","FX",23,5.3,6.6,0.3,11.6,"8 Oct 2023",2023-10-08,85
"1592","BARBOSU","Ana","w","ROU","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","FX",22,5.5,7.7,0,13.2,"8 Oct 2023",2023-10-08,85
"1593","BARBOSU","Ana","w","ROU","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","UB",23,6.1,5.566,0,11.666,"8 Oct 2023",2023-10-08,85
"1594","BARBOSU","Ana","w","ROU","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","UB",29,6.2,7.166,0,13.366,"8 Oct 2023",2023-10-08,85
"1595","BARBOSU","Ana","w","ROU","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","VT",16,4.6,8.766,0,13.366,"8 Oct 2023",2023-10-08,85
"1596","BARBOSU","Ana","w","ROU","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT",31,4.6,8.9,0,13.5,"8 Oct 2023",2023-10-08,85
"1597","BARBOSU","Ana","w","ROU","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","BB",8,5.8,7.133,0,12.933,"16 Apr 2023",2023-04-16,260
"1598","BARBOSU","Ana","w","ROU","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","BB",9,5.3,7.5,0,12.8,"16 Apr 2023",2023-04-16,260
"1599","BARBOSU","Ana","w","ROU","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","FX",19,5.3,6.733,0,12.033,"16 Apr 2023",2023-04-16,260
"1600","BARBOSU","Ana","w","ROU","11-16 Apr 2023","2023 Senior European Championships","final","Antalya, Turkey","FX",7,5.5,7.3,0,12.8,"16 Apr 2023",2023-04-16,260
"1601","BARBOSU","Ana","w","ROU","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","FX",7,5.5,7.733,0,13.233,"16 Apr 2023",2023-04-16,260
"1602","BARBOSU","Ana","w","ROU","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","UB",11,6,7.133,0,13.133,"16 Apr 2023",2023-04-16,260
"1603","BARBOSU","Ana","w","ROU","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","UB",13,6.2,7.4,0,13.6,"16 Apr 2023",2023-04-16,260
"1604","BARBOSU","Ana","w","ROU","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","VT",8,4.6,8.8,0,13.4,"16 Apr 2023",2023-04-16,260
"1605","BARBOSU","Ana","w","ROU","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","VT",98,4.6,7.633,0.3,11.933,"16 Apr 2023",2023-04-16,260
"1606","BARRERA","Daniel Alejandro","m","PER","26-28 May 2023","2023 Artistic Gymnastics Senior Pan American Championships","TeamQual","Medellin, Colombia","FX",NA,5.4,7.833,0,13.233,"28 May 2023",2023-05-28,218
"1607","BARRERA","Daniel Alejandro","m","PER","26-28 May 2023","2023 Artistic Gymnastics Senior Pan American Championships","TeamQual","Medellin, Colombia","PB",NA,4.8,7.667,0,12.467,"28 May 2023",2023-05-28,218
